unnamed,2026-03-31,2025-03-31,2024-03-31,2023-03-31,2022-03-31,company,unnamed_2,unnamed_3,unnamed_4,unnamed_5,unnamed_6,unnamed_7,unnamed_8,unnamed_9,unnamed_10,unnamed_11,unnamed_12,unnamed_13,unnamed_14,unnamed_15,unnamed_16,unnamed_17,unnamed_18,unnamed_19,unnamed_20,unnamed_21,unnamed_22,unnamed_23,unnamed_24,unnamed_25,unnamed_26,unnamed_27,unnamed_28,unnamed_29,unnamed_30,unnamed_31,unnamed_32,unnamed_33,unnamed_34,unnamed_35,unnamed_36,unnamed_37,unnamed_38,unnamed_39,unnamed_40,unnamed_41,unnamed_42,unnamed_43,unnamed_44,unnamed_45,unnamed_46,unnamed_47,unnamed_48,unnamed_49
Net Interest Income,354900000.0,264300000.0,205000000.0,26200000.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense,161100000.0,207300000.0,72100000.0,58400000.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Income,516000000.0,471600000.0,277100000.0,84600000.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Normalized Income,11285568900.0,9189039200.0,7954199360.0,5953571500.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,10560000000.0,9203900000.0,8161700000.0,5879800000.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Expenses,40806600000.0,34590500000.0,31159500000.0,30277600000.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rent Expense Supplemental,88500000.0,93300000.0,73800000.0,75900000.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diluted Average Shares,124952236.0,125176214.0,126006041.0,128122871.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic Average Shares,124928019.0,125126706.0,125915562.0,128118877.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diluted EPS,84.51,73.53,64.77,45.89,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,84.53,73.56,64.82,45.89,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,10560000000.0,9203900000.0,8161700000.0,5879800000.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average Dilution Earnings,0.0,0.0,0.0,0.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Income Common Stockholders,10560000000.0,9203900000.0,8161700000.0,5879800000.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Income,10560000000.0,9203900000.0,8161700000.0,5879800000.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,10560000000.0,9203900000.0,8161700000.0,5879800000.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Income Continuous Operations,10560000000.0,9203900000.0,8161700000.0,5879800000.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tax Provision,3216500000.0,2687700000.0,2977600000.0,1572700000.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pretax Income,13776500000.0,11891600000.0,11139300000.0,7452500000.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Non Operating Income Expenses,130500000.0,41400000.0,35900000.0,61500000.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Special Income Charges,-18700000.0,-6000000.0,34900000.0,-53500000.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Special Charges,18700000.0,6000000.0,-34900000.0,53500000.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Write Off,,,,-8400000.0,0.0,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impairment Of Capital Assets,,,,200000.0,39800000.0,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Non Operating Interest Income Expense,354900000.0,264300000.0,205000000.0,26200000.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense Non Operating,161100000.0,207300000.0,72100000.0,58400000.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Income Non Operating,516000000.0,471600000.0,277100000.0,84600000.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operating Income,13266000000.0,11284600000.0,10456400000.0,6797600000.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operating Expense,28329600000.0,23319000000.0,20006300000.0,19110300000.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Operating Expenses,8034400000.0,6897200000.0,6214800000.0,6729000000.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depreciation And Amortization In Income Statement,1731400000.0,1441100000.0,1354000000.0,1308000000.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amortization,129100000.0,82200000.0,50100000.0,41000000.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depreciation Income Statement,1602300000.0,1358900000.0,1303900000.0,1267000000.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selling General And Administration,6014600000.0,4591200000.0,3826600000.0,3426800000.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selling And Marketing Expense,4388900000.0,3020000000.0,2531200000.0,2267100000.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General And Administrative Expense,1625700000.0,1571200000.0,1295400000.0,1159700000.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rent And Landing Fees,88500000.0,93300000.0,73800000.0,75900000.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gross Profit,41595600000.0,34603600000.0,30462700000.0,25907900000.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost Of Revenue,12477000000.0,11271500000.0,11153200000.0,11167300000.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Revenue,54072600000.0,45875100000.0,41615900000.0,37075200000.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operating Revenue,54072600000.0,45875100000.0,41615900000.0,37075200000.0,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ajanta Pharma Limited | Balance Sheet (As Reported),,,,,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSEI: AJANTPHARM (MI KEY: 4812370; SPCIQ KEY: 139957),,,,,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: S&P Capital IQ - Standard,,,,,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period Category: Fiscal,,,,,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period Type: Years,,,,,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sort Order: Latest on Right,,,,,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currency: Indian Rupee (INR),,,,,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P Capital IQ - Standard,,,,,,Ajanta Pharma,2014 FY,2015 FY,2016 FY,2017 FY,2018 FY,2019 FY,2020 FY,2021 FY,2022 FY,2023 FY,2024 FY,2025 FY,2026 FY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period Ended,,,,,,Ajanta Pharma,2014-03-31 00:00:00,2015-04-01 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,2022-03-31 00:00:00,2023-03-31 00:00:00,2024-03-31 00:00:00,2025-03-31 00:00:00,2026-03-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currency,,,,,,Ajanta Pharma,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units,,,,,,Ajanta Pharma,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current Assets,,,,,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash and Cash Equivalents,,,,,,Ajanta Pharma,,416700,414200,658300,906400,951600,2023500,1775100,2063600,3298300,1294900,1751200,1032600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash and Bank Balance,,,,,,Ajanta Pharma,603900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Bank Balances,,,,,,Ajanta Pharma,,822700,19500,41200,24500,53500,29000,321000,54300,10700,12800,11200,15100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investments,,,,,,Ajanta Pharma,550000,198900,767800,1815600,1823800,647400,671400,1756700,1218600,,3300500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iinvestments,,,,,,Ajanta Pharma,,,,,,,,,,5102700,,4387100,5598500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trade Receivables,,,,,,Ajanta Pharma,2022200,2587600,3723500,3231500,4597900,4594800,7753000,7384300,10198100,10569000,12468400,11827400,18538800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Current Tax Assets, Net",,,,,,Ajanta Pharma,,,176400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loans,,,,,,Ajanta Pharma,,,,,,116600,90100,80300,63700,,339600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loans and Advances,,,,,,Ajanta Pharma,464200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(V) Loans,,,,,,Ajanta Pharma,,,,,,,,,,173900,,25400,16800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inventories,,,,,,Ajanta Pharma,1554000,1590300,2045800,2110200,3506300,4357100,4956800,7664700,7910700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(A) Inventories,,,,,,Ajanta Pharma,,,,,,,,,,8156300,8283600,9038500,9385400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Current Assets,,,,,,Ajanta Pharma,6200,504600,478400,636800,1053800,1006900,862500,1235200,958700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Financial Assets,,,,,,Ajanta Pharma,,91200,7100,12400,323500,70200,30800,58600,176900,24800,190200,23200,89800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assets Classified as Held for Sale,,,,,,Ajanta Pharma,,,,,,,,,,88200,88500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(C) Other Current Assets,,,,,,Ajanta Pharma,,,,,,,,,,916100,1330700,1233000,2677300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(D) Assets Classied as held for sale,,,,,,Ajanta Pharma,,,,,,,,,,,,133300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Current Assets,,,,,,Ajanta Pharma,5200500,,,8506000,12236200,11798100,16417100,20275900,22644600,28340000,27309200,28430300,37354300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noncurrent Assets,,,,,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(B) Capital Work-in-progress,,,,,,Ajanta Pharma,,,,,,,,,,2094700,2564500,1762700,2580500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Right of Use Assets,,,,,,Ajanta Pharma,,,,,,,908500,922200,702500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(C Right of Use Assets,,,,,,Ajanta Pharma,,,,,,,,,,808600,804000,906300,990200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capital Work in Progress,,,,,,Ajanta Pharma,935500,1702000,2384200,3380300,613300,2616100,1318600,1081900,1528600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Property, Plant and Equipment",,,,,,Ajanta Pharma,2768200,2837800,4469800,5831600,10452100,11617000,13601900,14292000,14243100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(A) Property, Plant and Equipment",,,,,,Ajanta Pharma,,,,,,,,,,14078300,13841300,16248700,17263500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investments,,,,,,Ajanta Pharma,84600,453500,,,75800,129900,122800,,251000,,185800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iinvestments,,,,,,Ajanta Pharma,,,,,,,,,,251000,,252400,285000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deferred Tax Asset-net,,,,,,Ajanta Pharma,,50600,85800,244500,226100,318100,254000,501000,555500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(F) Deferred Tax Assets (net),,,,,,Ajanta Pharma,,,,,,,,,,967700,1344500,1864300,1885900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non Current Tax Assets Net,,,,,,Ajanta Pharma,,,,210000,228300,134800,138300,214400,270400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loans,,,,,,Ajanta Pharma,,,,,,84500,65200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long-term Loans and Advances,,,,,,Ajanta Pharma,391500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intangible Assets,,,,,,Ajanta Pharma,25700,,,,74500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Intangible Assets,,,,,,Ajanta Pharma,,32200,37600,60100,,66500,117100,107900,90200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intangible Assets Under Development,,,,,,Ajanta Pharma,,,13800,12300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D) Other Intangible Assets,,,,,,Ajanta Pharma,,,,,,,,,,,146600,465200,415800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(D) Other intangible assets (other than self generated),,,,,,Ajanta Pharma,,,,,,,,,,77500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,,,,,,Ajanta Pharma,,92300,92600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Non-current Assets,,,,,,Ajanta Pharma,87500,53800,163100,139300,435500,71500,58600,139200,65400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Financial Assets,,,,,,Ajanta Pharma,,,,92900,144100,26500,90900,163700,120400,110900,93600,92500,79900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investment Properties,,,,,,Ajanta Pharma,,,,,,98800,93900,89000,84100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(H) Other Non-current Assets,,,,,,Ajanta Pharma,,,,,,,,,,53200,,127100,617700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(G) Income Tax Asset (net),,,,,,Ajanta Pharma,,,,,,,,,,8300,94400,,75600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Assets,,,,,,Ajanta Pharma,9493500,11434200,14879600,18477000,24485900,26961800,33186900,37787200,40555800,46790200,46383900,50149500,61548400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current Liabilities,,,,,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trade Payables,,,,,,Ajanta Pharma,1245400,1090600,1455700,1781800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Outstanding Dues of Micro\ Enterprises and Small Enterprises,,,,,,Ajanta Pharma,,,,,89100,93900,89900,244800,279800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Outstanding Dues of Creditors Other Than Micro Enterprises and Small Enterprises,,,,,,Ajanta Pharma,,,,,2407200,2157900,3533500,3493800,2991900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Total outstanding due of micro enterprises              and small enterprises,,,,,,Ajanta Pharma,,,,,,,,,,379400,206400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b) Total outstanding dues of creditors other               than micro enterprises & small enterprises,,,,,,Ajanta Pharma,,,,,,,,,,,4425600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A) Total Outstanding Dues of Micro and Small Enterprises,,,,,,Ajanta Pharma,,,,,,,,,,,,215500,541700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(b) Total Outstanding Dues of Creditors Other Than Micro and Small Enterprises,,,,,,Ajanta Pharma,,,,,,,,,,,,4326500,4901300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(B) Total Outstanding Dues of Creditors Other Than Micro Enterprises,,,,,,Ajanta Pharma,,,,,,,,,,3848300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Borrowings,,,,,,Ajanta Pharma,605500,50800,462500,,,333400,428500,900,2700,,14900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lease Liabilities,,,,,,Ajanta Pharma,,,,,,,173100,115000,61900,92500,102700,101100,87600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iborrowings,,,,,,Ajanta Pharma,,,,,,,,,,1800,,25900,2119900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Current Tax Liabilities, Net",,,,,,Ajanta Pharma,,25600,,80400,37200,,117000,489200,79400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(D) Current Tax Liabilities (net),,,,,,Ajanta Pharma,,,,,,,,,,330700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(D) Income Tax Liabilities (net),,,,,,Ajanta Pharma,,,,,,,,,,,447700,405300,54900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Current Liabilities,,,,,,Ajanta Pharma,476300,154700,162100,79000,86400,88200,205700,304200,644200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provisions,,,,,,Ajanta Pharma,427000,96800,113500,141100,287500,76700,91600,117100,108100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Financial Liabilities,,,,,,Ajanta Pharma,,428600,405100,384300,553100,1026300,1422400,1721300,2305900,6368400,2980300,3742000,4958200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liabilities Classified as Held for Sale,,,,,,Ajanta Pharma,,,,,,,,,,,5100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B. Other Current Liabilities,,,,,,Ajanta Pharma,,,,,,,,,,231500,597300,911200,1190000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(C) Provisions,,,,,,Ajanta Pharma,,,,,,,,,,140200,177600,233500,303900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Current Liabilities,,,,,,Ajanta Pharma,2754200,,,2466600,3460500,3776400,6061700,6486300,6473900,11392800,8957600,9961000,14157500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noncurrent Liabilities,,,,,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Borrowings,,,,,,Ajanta Pharma,523000,332500,148700,10400,10100,6600,7400,16000,16400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lease Liabilities,,,,,,Ajanta Pharma,,,,,,,119700,181700,169300,249500,235200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iborrowings,,,,,,Ajanta Pharma,,,,,,,,,,12500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(I) Lease Liabilities,,,,,,Ajanta Pharma,,,,,,,,,,,,347200,394200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deferred Tax Liability,,,,,,Ajanta Pharma,229900,137800,192900,273400,470000,589000,811600,921700,1018700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(C)deferred Tax Liabilities (net),,,,,,Ajanta Pharma,,,,,,,,,,977200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(D) Deferred Tax Liabilities (net),,,,,,Ajanta Pharma,,,,,,,,,,,1085000,1105200,1179400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Long-term Liabilities,,,,,,Ajanta Pharma,25000,,,,,,36700,33400,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provisions,,,,,,Ajanta Pharma,28300,47600,25900,31500,131600,134400,156500,179300,193200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Financial Liabilities,,,,,,Ajanta Pharma,,25000,4600,900,,3300,4600,12500,10900,10100,13700,10500,18200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIQ Balancing Difference - Total Long-Term Liabilities,,,,,,Ajanta Pharma,,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1 - 5) Other Non-current Liabilities,,,,,,Ajanta Pharma,,,,,,,,,,26700,23400,20000,16700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non- Current Tax Liabilities (net),,,,,,Ajanta Pharma,,,,17300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(C) Provisions,,,,,,Ajanta Pharma,,,,,,,,,,241500,395400,802700,511500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shareholders' Equity,,,,,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
