unnamed,2026-03-31,2025-03-31,2024-03-31,2023-03-31,2022-03-31,company,unnamed_2,unnamed_3,unnamed_4,unnamed_5,unnamed_6,unnamed_7,unnamed_8,unnamed_9,unnamed_10,unnamed_11,unnamed_12,unnamed_13,unnamed_14,unnamed_15,unnamed_16,unnamed_17,unnamed_18,unnamed_19,unnamed_20,unnamed_21,unnamed_22,unnamed_23,unnamed_24,unnamed_25,unnamed_26,unnamed_27,unnamed_28,unnamed_29,unnamed_30,unnamed_31,unnamed_32,unnamed_33,unnamed_34,unnamed_35,unnamed_36,unnamed_37,unnamed_38,unnamed_39,unnamed_40,unnamed_41,unnamed_42,unnamed_43,unnamed_44,unnamed_45,unnamed_46,unnamed_47,unnamed_48,unnamed_49,unnamed_50,unnamed_51,unnamed_52,unnamed_53
Increase in Non-current/current Financial and Other Liabilities/provisions,,,,,,Marksans Pharma,,,,,-205.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Increase in Non-current/current Financial and Other Assets,,,,,,Marksans Pharma,,,,,-125.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-current/current financial and other liabilities/provisions/Trade payables,,,,,,Marksans Pharma,,,,,,-278.36,-153.22,314.02,-188.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trade Receivables,,,,,,Marksans Pharma,,,,,,-128.56,-329.8,-775.02,-343.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trade and Other Receivables,,,,,,Marksans Pharma,-497417902,-480.26,-424.87,-557.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Increase in Trade Receivable,,,,,,Marksans Pharma,,,,,-390.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loans & Advances,,,,,,Marksans Pharma,180673023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inventories,,,,,,Marksans Pharma,-51318132,-193.78,588.88,-351.55,39.82,-14.66,-465.2,-1035.57,-638.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trade Payable, Provisions and Other Non Current/current Liabilities and Current/non-current Financial Liabilities",,,,,,Marksans Pharma,128533351,142.98,-338.85,495.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deferred Tax Asset/liability,,,,,,Marksans Pharma,-30437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Assets,,,,,,Marksans Pharma,,-2.89,28.69,-77.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Financial Assets,,,,,,Marksans Pharma,,0.37,-8.56,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Flow from Operating Activities,,,,,,Marksans Pharma,803858253,355.54,497.2,910.31,458.51,751.96,906.18,771.25,751.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Purchase/sale of Property, Plant and Equipment",,,,,,Marksans Pharma,,122.47,-217.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Payments to Acquire Property, Plant and Equipment and Intangible Assets",,,,,,Marksans Pharma,,,,-261.16,-249.75,-100.84,-1199.11,-759.72,-731.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Proceeds From Sale of Property, Plant & Equipment",,,,,,Marksans Pharma,,,,,10.81,0.06,3.96,11.77,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Payment for Acquisition of a Subsidiary, Net of Cash Acquired",,,,,,Marksans Pharma,,,,,,-266.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Purchase)/sale of Business/fixed Assets,,,,,,Marksans Pharma,-319140085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proceeds from Sales of Mutual Fund Investments,,,,,,Marksans Pharma,,,,,,,,123.86,340.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purchase of Mutual Fund Investments,,,,,,Marksans Pharma,,,,,,,,,-340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Proceeds from (investments In) Deposits, Net",,,,,,Marksans Pharma,,,,,,719.2,304.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Proceeds (investments) in Deposits, Net",,,,,,Marksans Pharma,,,,,,,,-53.7,235.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margin Money,,,,,,Marksans Pharma,,-4.02,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Fair Value of Forward Contracts,,,,,,Marksans Pharma,,-88.74,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escrow and Other Deposit Pertaining to Buy Back of Equity Shares,,,,,,Marksans Pharma,,,,,,-150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investment in Deposits (Net) and Other Bank Balances,,,,,,Marksans Pharma,,,,,-701.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investment in Deposits not Available for Immediate Use,,,,,,Marksans Pharma,,,,,,-38.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Received,,,,,,Marksans Pharma,425072,0.07,0.42,2.68,16.79,31.44,159.63,175.19,128.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unwinding Discount on Security Deposits I.e Interest Income,,,,,,Marksans Pharma,,0.15,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Flow from Investing Activities,,,,,,Marksans Pharma,-318715013,29.93,-213.33,-258.48,-923.18,195.11,-730.83,-502.6,-364.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Proceeds/(Repayments) of Short-term Borrowings, Net",,,,,,Marksans Pharma,,,,,,,,-50.56,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Repayment) Proceeds from Short-term Borrowings, Net",,,,,,Marksans Pharma,,,,,,27.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proceeds/(repayment) of Short-term and Long-term Borrowings,,,,,,Marksans Pharma,-401565340,-336.74,-96.53,30.61,104.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Repayments) from Short-term Borrowings, Net",,,,,,Marksans Pharma,,,,,,,-63.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liabilities,,,,,,Marksans Pharma,,,,,,,,-156.59,-154.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Repayment of Principal Portion of Lease Liabilities (Including Interest on Lease Liabilities),,,,,,Marksans Pharma,,,,,-38.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Payment of principal portion of lease liabilities (including interest on lease liabilities,,,,,,Marksans Pharma,,,,,,-97.4,-107.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buy back of equity shares (including transaction Cost (5.73 million and tax on Buy back (52.21 million),,,,,,Marksans Pharma,,,,,,-311.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redemption of Redeemable Cumulative Preference Shares,,,,,,Marksans Pharma,,,,,,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dividends Paid,,,,,,Marksans Pharma,,-46.52,-24.67,-40.93,-102.33,-101.71,-226.58,-271.9,-362.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance Costs,,,,,,Marksans Pharma,,-54.6,-50.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proceeds from Issue of Shares and Warrants Net of Issue Expenses,,,,,,Marksans Pharma,,,,,929.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Increase in General Reserve,,,,,,Marksans Pharma,78768369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance Costs Paid (including Interest on Lease Liabilities),,,,,,Marksans Pharma,,,,-34.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Paid,,,,,,Marksans Pharma,-78061901,,,,-24.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Interest Costs, Paid",,,,,,Marksans Pharma,,,,,,-27.89,-17.18,-12.71,-14.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Flow from Financing Activities,,,,,,Marksans Pharma,-400858872,-437.86,-171.82,-45.16,867.78,-560.44,-414.99,-491.76,-528.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIQ Balancing Calc. - Net Change in Cash,,,,,,Marksans Pharma,,,,,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Flow Net Changes in Cash,,,,,,Marksans Pharma,84284368,-52.39,112.05,606.67,403.1,387.52,-239.64,-223.1,-141.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effect of Exchange Differences on Translation of Foreign Currency Cash and Cash Equivalents,,,,,,Marksans Pharma,,,,,,,,0.01,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effect of Exchange Differences on Transalation of Foreign Currency Cash and Cash Equivalents,,,,,,Marksans Pharma,,,,,,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period Type: Quarters,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P Capital IQ - Standard,,,,,,Marksans Pharma,2014 FQ1,2014 FQ2,2014 FQ3,2014 FQ4,2015 FQ2,2015 FQ3,2015 FQ4,2016 FQ2,2016 FQ4,2017 FQ2,2017 FQ4,2018 FQ2,2018 FQ4,2019 FQ2,2019 FQ4,2020 FQ2,2020 FQ4,2021 FQ2,2021 FQ4,2022 FQ2,2022 FQ4,2023 FQ2,2023 FQ4,2024 FQ2,2024 FQ4,2025 FQ2,2025 FQ4,2026 FQ2,2026 FQ4,,,,,,,,,,,,,,,,,,,,,,,
Period Ended,,,,,,Marksans Pharma,2013-06-30 00:00:00,2013-09-30 00:00:00,2013-12-31 00:00:00,2014-03-31 00:00:00,2014-09-30 00:00:00,2014-12-31 00:00:00,2015-03-31 00:00:00,2015-09-30 00:00:00,2016-04-01 00:00:00,2016-09-30 00:00:00,2017-03-31 00:00:00,2017-09-30 00:00:00,2018-03-31 00:00:00,2018-09-30 00:00:00,2019-03-31 00:00:00,2019-09-30 00:00:00,2020-03-31 00:00:00,2020-09-30 00:00:00,2021-03-31 00:00:00,2021-09-30 00:00:00,2022-03-31 00:00:00,2022-09-30 00:00:00,2023-03-31 00:00:00,2023-09-30 00:00:00,2024-03-31 00:00:00,2024-09-30 00:00:00,2025-03-31 00:00:00,2025-09-30 00:00:00,2026-03-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
Currency,,,,,,Marksans Pharma,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,,,,,,,,,,,,,,,,,,,,,,,
Units,,,,,,Marksans Pharma,Thousands,Thousands,Thousands,Absolute,Millions,Absolute,Absolute,Millions,Absolute,Millions,Absolute,Millions,Absolute,Millions,Absolute,Millions,Absolute,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,,,,,,,,,,,,,,,,,,,,,,,
Cash and Cash Equivalents,,,,,,Marksans Pharma,,67747,,469469982,471.35,553754350,1852652098,433.05,353013344,186.12,251621433,256.84,398768569,350.39,335384697,473.02,937270861,1543.94,2121.83,3227,2064.06,2451.58,3824.37,3584.73,,3809.67,,4816.15,6341.37,,,,,,,,,,,,,,,,,,,,,,,
Iii) Cash and Cash Equivalents,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,4032.77,,4957.86,,,,,,,,,,,,,,,,,,,,,,,,,
Bank Balances Other Than (iii) Above,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,1428.59,898.04,3325.25,3020.56,,2756.7,,1849,3555.14,,,,,,,,,,,,,,,,,,,,,,,
Iv Bank Balances Other Than (iii) Above,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,2703,,2084.23,,,,,,,,,,,,,,,,,,,,,,,,,
Investments,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,2.61,,4.35,4.32,5.4,6.06,,153.94,,7.83,,,,,,,,,,,,,,,,,,,,,,,,
Iinvestments,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,269.94,,7.42,,,,,,,,,,,,,,,,,,,,,,,,,
Trade Receivables,,,,,,Marksans Pharma,,1620361,,1696072320,1941.02,2193490221,1834543614,2513.31,2172929670,1925.05,2475811464,,1769055770,2249.31,1765969384,2190.84,2433517408,2936.53,2719.49,3166.05,3947.78,4058.5,4168.46,4495.18,,5524.77,,6031.11,6445.66,,,,,,,,,,,,,,,,,,,,,,,
Trade and Other Receivables,,,,,,Marksans Pharma,,,,,,,,,,,,3268.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ii 1. Trade Receivables,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,4531.77,,5400.43,,,,,,,,,,,,,,,,,,,,,,,,,
"Current Tax Assets, Net",,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,30.55,,19.16,13.28,49.18,145.72,122.6,248.19,108.54,,,,,,,,,,,,,,,,,,,,,,,
Loans and Advances,,,,,,Marksans Pharma,,98000,,238021217,292.55,55908595,100051025,43.3,,198.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inventories,,,,,,Marksans Pharma,,1043948,,1025887430,1142.95,1077205563,1301067804,1484.36,1677917477,1743.48,1900869534,1876.44,2181241268,2375.02,2932460805,2343.58,2418439338,2769.99,4043.2,4003.37,4244.42,4277.26,4847.39,5306.03,6179.44,7583.53,8455.16,9551.78,9722.81,,,,,,,,,,,,,,,,,,,,,,,
Other Current Assets,,,,,,Marksans Pharma,,,,,,,,,197593830,,209626786,,154752522,158.78,277337934,208.29,144616237,182.57,125.42,253.13,208.49,443.47,526.43,503.31,789.81,715.6,977.94,998.07,1004.62,,,,,,,,,,,,,,,,,,,,,,,
Other Financial Assets,,,,,,Marksans Pharma,,,,,,,,,964353,,897083,313.45,1548974,,3266304,4.53,2044932,34.84,15.64,69.78,83.76,74.44,36.55,106.08,,95.14,,40.22,49.26,,,,,,,,,,,,,,,,,,,,,,,
Ivother Financial Assets,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,69.01,,35.57,,,,,,,,,,,,,,,,,,,,,,,,,
Total Current Assets,,,,,,Marksans Pharma,,2830056,,,3847.87,,,4474.02,4402418674,4053.11,4838826300,5715.31,4505367103,5133.5,5314419124,5220.26,5935888776,7467.87,9028.19,10719.33,12012,12207.61,16753.01,17035.23,18624.92,20785.07,22041.21,23542.35,27227.4,,,,,,,,,,,,,,,,,,,,,,,
Right of Use Assets,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,2274.35,,3069.31,3034.16,3008.7,,,,,,,,,,,,,,,,,,,,,,,
Right to Use Assets,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,109038354,,,109.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capital Work in Progress,,,,,,Marksans Pharma,,,,,,,,,,,3598456,5.28,,,,,,,56,,6.95,5.94,72.46,187.93,53.81,111.86,90,69.71,147.82,,,,,,,,,,,,,,,,,,,,,,,
Capital Work in Process,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Property, Plant and Equipment",,,,,,Marksans Pharma,,1522203,,724825374,1432.59,1002637733,1023704523,2812.37,1641388069,2711.7,1645025496,1836.76,1863685031,1866.59,1980820855,2044.14,2191098125,2328.12,2484.21,2490.22,3415.92,3310.37,3796.43,4524.52,4482.75,6749.07,5794.78,6127.41,6250.06,,,,,,,,,,,,,,,,,,,,,,,
Deferred Tax Asset-net,,,,,,Marksans Pharma,,,,,,,,,,20.44,,4.29,14544330,,12481853,25.38,6341730,5.37,7.99,8.24,38.57,,,,,,,,129.65,,,,,,,,,,,,,,,,,,,,,,,
Non Current Tax Assets Net,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,7.57,8.7,8.7,11.11,11.11,11.11,11.11,10.81,,,,,,,,,,,,,,,,,,,,,,,
Loans and Advances,,,,,,Marksans Pharma,,11925,,15005699,17.37,16445296,8256654,9.9,,99.9,,54.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goodwill,,,,,,Marksans Pharma,,15900,,,,,,,,,,657.52,,,,,,,195.86,,300.25,476.45,384.89,387.02,394.99,409.44,409.28,434.33,452.56,,,,,,,,,,,,,,,,,,,,,,,
Intangible Assets Under Development,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,60.8,60.8,18.77,14.2,26.24,25.28,40.35,109.46,181.09,397.59,438.02,,,,,,,,,,,,,,,,,,,,,,,
Intangible Assets,,,,,,Marksans Pharma,,,,731670491,,653271057,635270717,,1055157082,,1024727282,,930089849,689.7,716441733,768.29,727024993,698.16,413.56,587.53,566.92,580.17,,662.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Intangible Assets,,,,,,Marksans Pharma,,,,,,,,,,,,328.16,,,,,,,,,,,681.73,,607.27,604.29,546.23,543.78,729.74,,,,,,,,,,,,,,,,,,,,,,,
Other Non-current Assets,,,,,,Marksans Pharma,,,,,,,,,,,,0.02,,,,,24265868,6.18,15.95,12.86,15.54,50.96,145.66,272.79,293.79,322.91,217.6,223.53,175.54,,,,,,,,,,,,,,,,,,,,,,,
Other Financial Assets,,,,,,Marksans Pharma,,,,,,,,,101016876,,5880898,,8166034,9.35,12919961,20.21,33024477,29.8,25.63,26.09,26.08,28.75,34.77,32.13,,9.96,,36.46,38.72,,,,,,,,,,,,,,,,,,,,,,,
(I) Other Financial Assets,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,26.19,,35.71,,,,,,,,,,,,,,,,,,,,,,,,,
Total Assets,,,,,,Marksans Pharma,,4380084,,4900952513,5297.83,5552712815,6755546435,7296.29,7199980701,6885.15,7518058432,8601.67,7321852347,7699.14,8037083526,8078.28,9026682323,10535.5,12288.19,14070.41,16401,16682.02,21903.89,23135.75,26809.53,29113.17,32396.32,34420.43,38609.02,,,,,,,,,,,,,,,,,,,,,,,
Others,,,,,,Marksans Pharma,,,,,,,,,,,,,778282714,,1059631072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trade Payables,,,,,,Marksans Pharma,,641926,,831817806,696.98,711832767,1070195350,1131.99,1189801764,1141.47,1617840760,2002.14,,716.89,,665.72,,1734.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Outstanding Dues of Micro\ Enterprises and Small Enterprises,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,1960531,,14.03,66.22,67.48,245.25,155.77,209.9,58.15,25.27,36.33,21.01,20.12,,,,,,,,,,,,,,,,,,,,,,,
M.m.e,,,,,,Marksans Pharma,,,,,,,,,,,,,,,1060945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Outstanding Dues of Other Than Micro Enterprises and Small Enterprises,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,1101330864,,1672.61,1114.72,1933.31,1049.15,2150.24,1793.44,2624.62,2791.18,3020.66,2827.14,,,,,,,,,,,,,,,,,,,,,,,,
Total outstanding dues of other than micro enterprises and small enterprises Other financial liabilities,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3348.97,,,,,,,,,,,,,,,,,,,,,,,
Borrowings,,,,,,Marksans Pharma,,,,1055392474,,,821856156,,878929105,,1097102816,,1174132123,,999087272,,188425387,,187.4,,412.92,,415.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iborrowings,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,290.91,,230.85,,,,,,,,,,,,,,,,,,,,,,,,,
Short-term Borrowings,,,,,,Marksans Pharma,,1207040,,,930.03,902593431,,1091.29,,968.75,,1240.91,,853.72,,735.86,,219.04,,291.55,,390.9,,352.09,,240.35,,233.75,295.91,,,,,,,,,,,,,,,,,,,,,,,
Lease Liabilities,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,32410485,,60.37,84.65,280.52,115.66,156.68,148.45,,191.11,,425.23,436.58,,,,,,,,,,,,,,,,,,,,,,,
Ii Lease Liabilities,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,249.51,,354.92,,,,,,,,,,,,,,,,,,,,,,,,,
Current Tax Liabilities,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.83,,,,,,,,,,,,,,,,,,,,,,,
"Current Tax Liabilities, Net",,,,,,Marksans Pharma,,,,,,,,,227520122,,31119651,132.99,90434813,179.2,49043098,57.06,118571809,123.99,300.21,134.87,173.27,272.35,252.78,414.55,199.08,308.27,299.41,284.29,,,,,,,,,,,,,,,,,,,,,,,,
Other Current Liabilities,,,,,,Marksans Pharma,,961667,,965789884,1033.42,796322213,398805624,48.98,,7.03,,0.01,,,,,,,15.37,22.33,31.46,230.62,112.38,264.22,302.41,314.99,580.26,385.88,449.01,,,,,,,,,,,,,,,,,,,,,,,
Provisions,,,,,,Marksans Pharma,,,,,,,,,208192957,,207399849,,203173206,,8376974,,288640146,,18.55,,7.24,,13.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Financial Liabilities,,,,,,Marksans Pharma,,,,,,,,,6759130,,7119968,11.32,100773583,84.44,209042237,375.75,556210068,551.02,721.13,1013.88,655.98,902.61,152.91,120.69,,551.78,,353.74,301.3,,,,,,,,,,,,,,,,,,,,,,,
Provisions and Employee Benefit Obligations,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,19.55,,14.47,15.32,,,,,,,,,,,,,,,,,,,,,,,,
Current Liabilities and Provisions,,,,,,Marksans Pharma,,279752,,338193964,336.3,586712354,571497711,510.65,,260.58,,409.8,,329.61,,7.73,,76.26,,14.89,,4.86,,24.05,,18.46,,,3.18,,,,,,,,,,,,,,,,,,,,,,,
Iv.other Financial Liabilities,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,154.26,,236.49,,,,,,,,,,,,,,,,,,,,,,,,,
Total Current Liabilities,,,,,,Marksans Pharma,,3090385,,,2996.73,,,2782.91,2511203078,2377.83,2960583044,3797.17,2346796439,2163.86,2326241598,1842.12,2287549290,2704.6,2989.67,2743.11,3562.18,3211.4,3409.9,3327.39,3898.49,4441.41,4773.39,4546.36,5270.9,,,,,,,,,,,,,,,,,,,,,,,
Long-term Borrowings,,,,,,Marksans Pharma,,65464,,198154043,143.29,118855417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lease Liabilities,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,75204873,,93.26,30.58,414.34,497.27,656.89,610.49,1900.19,1551.43,2633.29,2661.91,2701.3,,,,,,,,,,,,,,,,,,,,,,,
Deferred Tax Liabilities Net,,,,,,Marksans Pharma,,27051,,23424746,23.44,23394309,14550897,15.32,24203415,,41068194,,60111379,55.59,70292948,79.17,107938444,85.38,80.63,72.81,176.21,124.91,153.86,167.27,106.2,25.59,36.62,13.2,50.87,,,,,,,,,,,,,,,,,,,,,,,
Minority Interest,,,,,,Marksans Pharma,,60996,,66355369,73.54,78109935,81002032,54.08,83606107,54.19,62473733,82.54,95494128,93.69,102168392,115.71,131101423,166.61,188.57,194.75,207.01,193.8,199.1,214.21,208.52,237.21,224.7,255.68,295.24,,,,,,,,,,,,,,,,,,,,,,,
Provisions,,,,,,Marksans Pharma,,,,,,,,,7102762,,9608779,,10804340,,13557402,13.56,14745756,14.75,21.11,21.11,18.56,21.76,32.52,60.48,,43.56,,,59.15,,,,,,,,,,,,,,,,,,,,,,,
Other Non-current Liabilities,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,56.77,,129.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Financial Liabilities,,,,,,Marksans Pharma,,,,,,,,,125000000,,110000000,,100000000,188.74,100000000,100,50000000,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provisions and Employee Benefit Obligations,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,45.59,,59.2,63.06,,,,,,,,,,,,,,,,,,,,,,,,
Common Stock - Par Value,,,,,,Marksans Pharma,385307,520307,385307,520307204,520.31,520307204,534313698,534.31,409313698,534.31,409313698,519.31,409313698,409.31,409313698,409.31,409313698,409.31,409.31,409.31,409.31,404.23,453.16,453.16,453.16,453.16,453.16,453.16,453.16,,,,,,,,,,,,,,,,,,,,,,,
Reserves & Surplus,,,,,,Marksans Pharma,,615881,,901517023,1540.52,1814585185,3263324967,3909.67,4039551641,3918.82,3925010984,,4299332363,4787.95,5015509488,5461.64,,6975.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Equity,,,,,,Marksans Pharma,,,,,,,,,,,,4202.65,,,,,5950828839,,8455.64,10548.74,11613.39,12228.65,16998.46,18302.75,20197.38,22360.81,24215.96,26427.06,29778.4,,,,,,,,,,,,,,,,,,,,,,,
Total Shareholders Equity,,,,,,Marksans Pharma,385307,1136188,385307,1421824227,2060.83,2334892389,3797638665,4443.98,4448865339,4453.13,4334324682,4721.96,4708646061,5197.26,5424823186,5870.95,6360142537,7384.39,8864.95,10958.05,12022.7,12632.88,17451.62,18755.91,20650.54,22813.97,24669.12,26880.22,30231.56,,,,,,,,,,,,,,,,,,,,,,,
Total Liabilities & Shareholders Equity,,,,,,Marksans Pharma,,4380084,,4900952513,5297.83,5552712815,6755546435,7296.29,7199980701,6885.15,7518058432,8601.67,7321852347,7699.14,8037083526,8078.28,9026682323,10535.5,12288.19,14070.41,16401,16682.02,21903.89,23135.75,26809.53,29113.17,32396.32,34420.43,38609.02,,,,,,,,,,,,,,,,,,,,,,,
Marksans Pharma Limited | Income Statement (As Reported),,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
